Gene ID	Gene name	ADPSBQ_Pval	ADPSBQ_logFC	ADPSBQ_qvalue	ADPVSC_Pval	ADPVSC_logFC	ADPVSC_qvalue	ADRNLG_Pval	ADRNLG_logFC	ADRNLG_qvalue	ARTAORT_Pval	ARTAORT_logFC	ARTAORT_qvalue	ARTCRN_Pval	ARTCRN_logFC	ARTCRN_qvalue	ARTTBL_Pval	ARTTBL_logFC	ARTTBL_qvalue	BRNCTXA_Pval	BRNCTXA_logFC	BRNCTXA_qvalue	CLNSGM_Pval	CLNSGM_logFC	CLNSGM_qvalue	CLNTRN_Pval	CLNTRN_logFC	CLNTRN_qvalue	ESPGEJ_Pval	ESPGEJ_logFC	ESPGEJ_qvalue	ESPMCS_Pval	ESPMCS_logFC	ESPMCS_qvalue	ESPMSL_Pval	ESPMSL_logFC	ESPMSL_qvalue	FIBRBLS_Pval	FIBRBLS_logFC	FIBRBLS_qvalue	HRTAA_Pval	HRTAA_logFC	HRTAA_qvalue	HRTLV_Pval	HRTLV_logFC	HRTLV_qvalue	LCL_Pval	LCL_logFC	LCL_qvalue	LIVER_Pval	LIVER_logFC	LIVER_qvalue	LUNG_Pval	LUNG_logFC	LUNG_qvalue	MSCLSK_Pval	MSCLSK_logFC	MSCLSK_qvalue	NERVET_Pval	NERVET_logFC	NERVET_qvalue	PNCREAS_Pval	PNCREAS_logFC	PNCREAS_qvalue	PTTARY_Pval	PTTARY_logFC	PTTARY_qvalue	SKINNS_Pval	SKINNS_logFC	SKINNS_qvalue	SKINS_Pval	SKINS_logFC	SKINS_qvalue	SMINTI_Pval	SMINTI_logFC	SMINTI_qvalue	SPLEEN_Pval	SPLEEN_logFC	SPLEEN_qvalue	STMACH_Pval	STMACH_logFC	STMACH_qvalue	THYROID_Pval	THYROID_logFC	THYROID_qvalue	WHLBLD_Pval	WHLBLD_logFC	WHLBLD_qvalue	category	region
ENSG00000147162.9	OGT	9.65E-02	-0.040198444	1.30E-01	1.37E-01	0.052563556	2.75E-01	2.08E-02	0.103273703	3.29E-01	2.18E-01	0.03863913	3.36E-01	6.07E-03	0.135460253	1.08E-01	2.78E-02	0.061702283	1.20E-01	1.29E-01	-0.058187562	2.60E-01	3.80E-01	0.038670766	9.73E-01	9.29E-02	0.063434867	6.89E-01	4.88E-03	0.10708079	2.35E-01	8.45E-01	-0.005136677	7.36E-01	7.34E-01	0.009515978	7.78E-01	6.30E-02	-0.060332253	1.27E-01	7.22E-03	0.100893171	7.45E-02	4.09E-03	0.088184552	1.66E-02	3.62E-01	0.042480305	7.96E-01	3.67E-01	0.063280595	6.41E-01	5.52E-01	-0.017003577	7.23E-01	1.34E-01	-0.042239897	1.46E-01	6.25E-01	0.010871046	6.26E-01	3.14E-01	0.03083325	4.89E-01	1.17E-02	0.201281703	1.21E-01	2.95E-01	0.033367402	3.87E-01	4.94E-02	0.041714769	8.66E-02	4.37E-01	0.048475365	7.80E-01	1.29E-01	0.062965647	2.52E-01	7.19E-01	-0.014850299	7.03E-01	1.28E-05	0.122615884	7.55E-04	1.80E-01	0.034464479	3.59E-01	Inactive	nonPAR
ENSG00000147164.7	SNX12	4.58E-02	-0.026929237	7.86E-02	2.23E-01	0.021754338	3.46E-01	5.03E-01	0.017763527	7.45E-01	5.86E-01	0.008562218	5.25E-01	4.96E-01	0.01615556	6.04E-01	5.82E-02	0.027156852	1.81E-01	4.68E-01	-0.017023994	4.71E-01	6.78E-01	-0.011172111	9.93E-01	2.19E-01	0.028052601	7.84E-01	3.61E-01	0.020955145	7.06E-01	6.14E-01	-0.008743942	6.73E-01	2.17E-01	-0.018960903	5.93E-01	6.70E-01	-0.006208255	4.89E-01	2.20E-02	-0.048591541	1.31E-01	9.95E-01	-0.000119835	5.21E-01	7.75E-01	0.010811824	8.71E-01	4.85E-01	-0.03721245	6.88E-01	3.25E-01	-0.015210266	6.37E-01	4.75E-08	-0.103655076	9.77E-07	7.71E-03	0.035597706	8.50E-02	2.56E-01	0.028428518	4.48E-01	1.75E-01	-0.054519394	4.02E-01	4.97E-01	0.014072184	4.96E-01	2.04E-01	0.020320714	2.19E-01	6.58E-02	0.084148371	5.69E-01	1.27E-01	0.037914812	2.50E-01	2.02E-01	0.029759075	4.57E-01	7.71E-01	-0.004016359	5.90E-01	1.58E-01	-0.028757286	3.38E-01	Inactive	nonPAR
ENSG00000147166.6	ITGB1BP2	2.65E-01	0.070119271	2.49E-01	9.51E-01	-0.00524711	6.45E-01	2.81E-01	0.113365818	6.64E-01	1.34E-01	-0.06976501	2.65E-01	8.87E-01	-0.011486174	7.24E-01	2.39E-01	0.048124558	3.70E-01	NA	NA	NA	3.65E-01	0.076361503	9.73E-01	3.43E-02	0.17917232	5.85E-01	2.60E-02	0.163138819	3.92E-01	3.71E-03	0.16608655	9.52E-02	8.18E-02	0.070792324	4.52E-01	NA	NA	NA	6.58E-01	0.020168537	5.78E-01	9.26E-01	0.00509704	5.04E-01	6.57E-01	0.035531642	8.54E-01	1.66E-01	0.145444913	5.22E-01	4.07E-01	-0.050212907	6.72E-01	9.69E-01	-0.001883944	5.04E-01	7.51E-01	0.017027695	6.60E-01	NA	NA	NA	7.82E-01	0.041318784	6.83E-01	6.63E-01	-0.03470585	5.60E-01	8.57E-01	0.011101255	4.95E-01	2.83E-01	0.150959473	7.31E-01	4.27E-01	-0.065335693	4.43E-01	6.18E-01	0.046557629	6.73E-01	3.67E-01	0.056288473	4.30E-01	4.90E-01	0.058188685	5.54E-01	Inactive	nonPAR
ENSG00000147168.8	IL2RG	4.14E-01	0.03657124	3.28E-01	9.32E-01	0.005501229	6.39E-01	2.25E-01	0.126151324	6.34E-01	2.36E-01	-0.06803445	3.49E-01	8.87E-03	-0.323043772	1.24E-01	1.19E-01	-0.08792938	2.64E-01	2.20E-01	0.195558338	3.34E-01	3.02E-01	0.116274561	9.72E-01	3.63E-01	-0.064664934	8.37E-01	3.77E-01	0.081092657	7.13E-01	1.54E-02	0.163385162	1.74E-01	6.88E-01	0.024545639	7.65E-01	NA	NA	NA	8.58E-01	0.014398796	6.39E-01	2.05E-01	0.084373571	2.18E-01	7.93E-01	-0.009898107	8.72E-01	8.39E-01	-0.016480161	7.81E-01	6.86E-01	0.015198128	7.57E-01	9.46E-01	-0.003927176	4.98E-01	9.20E-01	0.0047442	7.02E-01	5.85E-01	-0.048830837	6.21E-01	1.57E-01	-0.246048838	3.86E-01	2.99E-01	0.077648762	3.90E-01	4.99E-01	-0.033032316	3.71E-01	4.63E-01	-0.083951592	7.86E-01	5.68E-01	0.024292587	5.06E-01	2.55E-01	0.067335291	5.03E-01	7.51E-03	0.117804402	5.60E-02	8.68E-04	0.09270732	2.12E-02	Unknown	nonPAR
ENSG00000147174.7	ACRC	8.23E-01	0.009452984	4.83E-01	5.08E-01	-0.03917797	5.01E-01	1.04E-04	0.402447297	2.46E-02	4.21E-01	-0.038802995	4.57E-01	4.63E-01	0.052247392	5.92E-01	7.48E-01	0.015754037	6.12E-01	5.98E-01	-0.042614311	5.24E-01	8.65E-01	0.011658559	9.98E-01	4.22E-01	-0.060785872	8.50E-01	3.82E-01	-0.057980897	7.15E-01	1.07E-01	0.082657475	3.64E-01	1.91E-02	0.128926108	2.81E-01	1.82E-01	-0.050041615	2.38E-01	8.40E-02	0.135713974	2.44E-01	7.07E-01	0.025253636	4.40E-01	3.72E-01	0.060068874	7.98E-01	7.36E-01	0.04459754	7.60E-01	6.92E-01	0.021855056	7.58E-01	3.09E-01	0.060983134	2.55E-01	7.82E-01	0.009155651	6.67E-01	7.06E-01	0.022282555	6.64E-01	2.03E-02	0.369583272	1.56E-01	8.73E-01	-0.012757902	6.26E-01	4.69E-01	-0.035337515	3.58E-01	3.60E-01	-0.084696712	7.57E-01	3.26E-03	-0.218231761	3.99E-02	3.64E-01	-0.071156621	5.72E-01	3.31E-03	0.124250597	3.47E-02	9.65E-01	-0.00240096	6.99E-01	Inactive	nonPAR
ENSG00000147180.12	ZNF711	9.23E-01	0.005687318	5.13E-01	7.18E-01	0.027001959	5.82E-01	1.29E-03	-0.216472465	1.15E-01	2.53E-01	0.055476924	3.60E-01	1.56E-02	0.182871039	1.56E-01	7.38E-01	0.013098372	6.10E-01	1.67E-01	-0.054364698	2.94E-01	7.26E-01	0.026488362	9.96E-01	1.20E-07	0.296359202	4.78E-05	1.35E-01	0.122805565	5.77E-01	2.29E-01	0.042842284	4.90E-01	3.36E-02	0.126080973	3.45E-01	7.87E-10	-0.669152993	1.05E-07	9.15E-01	-0.005557656	6.52E-01	7.37E-05	0.359696425	8.49E-04	1.31E-01	-0.346914773	6.69E-01	1.08E-01	0.216673382	4.55E-01	4.51E-01	0.039363333	6.89E-01	1.04E-10	0.46694394	4.41E-09	4.10E-04	0.132614792	1.49E-02	7.06E-04	0.13753107	2.65E-02	1.20E-01	0.107531756	3.42E-01	1.03E-02	0.129751409	6.30E-02	2.82E-03	0.108949633	1.16E-02	1.80E-03	0.258050826	2.14E-01	1.05E-01	0.088140355	2.31E-01	2.91E-02	0.117524261	2.14E-01	1.78E-01	0.042357705	3.05E-01	NA	NA	NA	Variable	nonPAR
ENSG00000147183.5	CPXCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Escape	nonPAR
ENSG00000147202.13	DIAPH2	8.55E-06	-0.10408958	1.02E-04	2.32E-01	-0.038285355	3.52E-01	1.75E-01	-0.062093238	5.97E-01	4.51E-01	0.028545334	4.70E-01	8.99E-01	-0.005864603	7.27E-01	2.64E-01	-0.027679604	3.90E-01	2.80E-01	0.062538863	3.76E-01	6.93E-01	0.016531065	9.95E-01	5.15E-01	-0.021359255	8.65E-01	2.68E-01	-0.062203559	6.69E-01	2.08E-02	0.055188266	1.98E-01	9.13E-01	0.00387533	8.07E-01	4.90E-02	0.050102928	1.09E-01	1.49E-01	-0.05282944	3.14E-01	7.28E-03	-0.103604049	2.49E-02	3.89E-01	0.104119577	8.01E-01	8.40E-01	-0.012168878	7.82E-01	4.59E-01	-0.020669052	6.92E-01	1.42E-02	-0.09185552	2.89E-02	9.26E-01	-0.002017079	7.03E-01	5.39E-01	-0.024218078	6.02E-01	1.68E-01	0.116082149	3.97E-01	3.38E-01	0.034096512	4.13E-01	4.50E-01	-0.021391203	3.50E-01	6.29E-01	0.029190718	8.29E-01	8.01E-01	-0.010612017	5.81E-01	5.18E-01	0.030316622	6.36E-01	3.44E-01	0.023220761	4.18E-01	9.84E-02	0.052065404	2.70E-01	Inactive	nonPAR
ENSG00000147206.12	NXF3	4.73E-01	-0.057564561	3.55E-01	6.71E-01	-0.061817297	5.64E-01	8.61E-01	-0.023154558	8.20E-01	8.30E-01	-0.022254526	5.97E-01	8.61E-01	0.029735245	7.17E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.72E-01	-0.004738637	9.10E-01	1.47E-01	0.275526985	5.87E-01	5.84E-01	-0.095765389	6.64E-01	3.86E-01	0.112310923	6.77E-01	2.54E-03	-0.427303916	1.60E-02	7.89E-01	0.030218241	6.20E-01	NA	NA	NA	NA	NA	NA	7.04E-01	-0.070096915	7.51E-01	5.10E-01	-0.050186689	7.11E-01	NA	NA	NA	1.26E-01	-0.161672476	3.34E-01	8.47E-02	-0.316245699	2.79E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.71E-01	0.026701092	8.68E-01	1.06E-01	-0.222011573	2.31E-01	9.49E-01	0.011168337	7.52E-01	NA	NA	NA	7.21E-01	-0.051002778	6.35E-01	Variable	nonPAR
ENSG00000147223.5	RIPPLY1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
ENSG00000147224.6	PRPS1	3.42E-01	0.01559773	2.92E-01	3.18E-03	0.091311257	4.27E-02	8.19E-01	0.006905206	8.13E-01	6.07E-01	-0.010835401	5.33E-01	9.27E-01	-0.003370327	7.31E-01	1.39E-01	-0.027346272	2.86E-01	1.59E-01	-0.048829307	2.87E-01	8.31E-01	-0.008161134	9.96E-01	4.68E-01	0.023460665	8.57E-01	4.52E-01	0.026156791	7.44E-01	5.39E-01	0.015302197	6.48E-01	6.84E-01	-0.00786087	7.64E-01	1.44E-03	-0.117781219	1.09E-02	2.18E-01	0.033895252	3.69E-01	4.58E-01	0.020106587	3.49E-01	7.23E-01	0.010336525	8.64E-01	9.79E-01	0.001274169	8.06E-01	5.41E-01	-0.013378234	7.21E-01	1.50E-01	0.033067807	1.57E-01	2.69E-02	0.04331644	1.61E-01	1.89E-01	-0.031911667	3.96E-01	3.40E-01	0.043800181	5.15E-01	1.03E-03	0.114068827	1.51E-02	2.71E-01	0.024086046	2.60E-01	9.66E-01	0.002672863	8.81E-01	1.60E-02	0.077181533	9.25E-02	4.48E-03	0.103781119	9.20E-02	1.55E-01	-0.026115896	2.85E-01	7.31E-01	0.007782747	6.38E-01	Inactive	nonPAR
ENSG00000147231.9	CXorf57	3.90E-02	-0.115288884	7.04E-02	9.75E-01	-0.002497554	6.50E-01	9.55E-01	0.004239981	8.33E-01	8.50E-03	-0.176827346	5.99E-02	6.13E-01	0.050666499	6.45E-01	6.55E-01	-0.030236457	5.80E-01	6.91E-01	-0.026368715	5.56E-01	5.51E-01	0.041173113	9.80E-01	6.94E-01	0.021165999	8.83E-01	3.77E-02	0.212086436	4.33E-01	9.72E-01	0.001662284	7.64E-01	3.12E-04	0.222245767	3.29E-02	3.51E-02	-0.090725183	8.83E-02	8.69E-01	0.012811313	6.40E-01	3.09E-01	0.091308084	2.79E-01	2.58E-01	-0.15811609	7.56E-01	8.53E-01	-0.017826739	7.84E-01	5.51E-01	0.033715072	7.22E-01	5.26E-05	0.201867964	3.65E-04	3.90E-01	0.028989623	5.26E-01	6.82E-03	0.151070547	8.20E-02	2.44E-02	0.159160804	1.71E-01	1.39E-04	0.206416291	3.91E-03	1.18E-02	0.106413842	3.24E-02	8.89E-01	-0.010718349	8.71E-01	5.76E-02	0.120484847	1.72E-01	9.04E-02	0.12710715	3.37E-01	1.98E-01	-0.043651875	3.22E-01	2.24E-01	0.090246841	3.95E-01	Inactive	nonPAR
ENSG00000147234.6	FRMPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.58E-01	-0.013361112	6.04E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.79E-01	-0.003532841	6.67E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.70E-04	0.299117161	6.26E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48E-02	-0.496575961	1.34E-01	NA	NA	NA	NA	NA	NA	3.33E-01	-0.195117793	7.46E-01	9.31E-01	0.015605294	6.15E-01	1.50E-02	0.401508237	1.60E-01	3.46E-01	-0.043472133	4.19E-01	6.54E-01	0.036974134	6.12E-01	Variable	nonPAR
ENSG00000147246.5	HTR2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.28E-01	0.012808436	6.22E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.19E-01	0.296973809	5.99E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Escape	nonPAR
ENSG00000147251.11	DOCK11	1.68E-01	0.040374312	1.87E-01	7.16E-02	-0.093085774	1.99E-01	1.03E-01	0.081355668	5.18E-01	1.97E-02	0.060961429	9.72E-02	2.60E-02	0.12072555	1.94E-01	3.53E-02	0.053167756	1.37E-01	2.42E-01	-0.072598998	3.50E-01	7.23E-01	0.017145713	9.96E-01	8.37E-01	0.009823647	8.99E-01	9.38E-01	-0.003480499	8.41E-01	6.05E-01	-0.017705033	6.70E-01	3.46E-01	0.028047404	6.63E-01	4.30E-04	0.104938491	4.57E-03	1.19E-01	-0.077168975	2.84E-01	2.71E-01	-0.042566549	2.58E-01	1.09E-01	0.078084586	6.53E-01	8.69E-01	0.015710016	7.87E-01	3.64E-01	0.026296564	6.54E-01	9.48E-01	-0.00191488	4.99E-01	3.36E-02	-0.054342545	1.79E-01	5.76E-01	0.0290994	6.17E-01	2.90E-01	0.100697317	4.85E-01	2.92E-01	0.044140051	3.85E-01	1.21E-01	0.051147643	1.58E-01	9.11E-01	0.009502543	8.75E-01	1.53E-01	-0.046131152	2.74E-01	5.17E-01	-0.035555816	6.35E-01	5.71E-02	-0.04982383	1.71E-01	1.91E-01	0.033879903	3.70E-01	Inactive	nonPAR
ENSG00000147255.13	IGSF1	1.06E-02	-0.25864021	2.79E-02	1.52E-03	-0.51169959	3.04E-02	6.78E-01	0.048113265	7.84E-01	1.13E-02	-0.341163392	7.08E-02	4.19E-02	-0.412608979	2.36E-01	4.19E-02	-0.272490474	1.51E-01	8.27E-01	0.019309547	5.95E-01	4.86E-01	-0.086726634	9.79E-01	1.26E-02	-0.309538373	4.96E-01	2.88E-01	-0.123249367	6.77E-01	1.50E-01	-0.142616162	4.15E-01	1.43E-01	-0.1259112	5.33E-01	NA	NA	NA	2.98E-01	-0.111602643	4.23E-01	5.92E-06	-0.558379494	1.27E-04	NA	NA	NA	4.84E-01	-0.122071921	6.88E-01	NA	NA	NA	7.14E-01	0.045533585	4.27E-01	6.03E-01	-0.036316663	6.19E-01	6.10E-02	0.192584423	2.40E-01	8.16E-01	-0.023571677	6.92E-01	3.15E-01	0.134911217	3.99E-01	3.31E-01	-0.085512238	2.95E-01	1.17E-01	-0.24285057	6.23E-01	NA	NA	NA	5.89E-01	-0.066791572	6.63E-01	3.96E-01	-0.086457755	4.47E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000147256.6	ARHGAP36	NA	NA	NA	NA	NA	NA	1.68E-01	0.195354434	5.92E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.66E-01	0.092960793	4.70E-01	NA	NA	NA	NA	NA	NA	5.32E-02	0.606827765	4.73E-01	NA	NA	NA	8.31E-01	-0.038535005	7.94E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78E-01	-0.155243177	1.77E-01	NA	NA	NA	NA	NA	NA	7.14E-01	0.032650917	6.64E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Inactive	nonPAR
ENSG00000147257.9	GPC3	3.38E-01	0.054501671	2.90E-01	8.13E-01	0.017739082	6.09E-01	1.34E-02	0.280069363	2.87E-01	2.93E-06	0.48287572	1.78E-04	8.92E-01	0.014893492	7.25E-01	9.77E-12	0.540219444	2.28E-09	NA	NA	NA	6.38E-03	0.312733756	6.00E-01	1.17E-04	0.326492824	3.29E-02	1.87E-01	0.16951577	6.20E-01	9.29E-02	0.152747426	3.42E-01	4.63E-07	0.358993182	1.03E-04	8.91E-01	0.020132886	5.57E-01	3.84E-01	-0.086878561	4.70E-01	3.74E-03	-0.263255953	1.56E-02	NA	NA	NA	5.75E-01	-0.091245215	7.17E-01	1.69E-01	0.079835042	5.38E-01	6.60E-04	0.233577761	2.71E-03	7.22E-01	0.014600989	6.53E-01	4.73E-02	0.195079835	2.13E-01	5.62E-01	0.082613409	6.15E-01	6.37E-05	0.372437327	2.23E-03	2.63E-10	0.416475958	2.28E-08	4.76E-03	0.393691144	3.16E-01	2.65E-02	0.28940022	1.18E-01	3.90E-03	0.40204732	8.65E-02	7.30E-01	0.020233746	5.78E-01	NA	NA	NA	Inactive	nonPAR
ENSG00000147262.2	GPR119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000147274.10	RBMX	3.75E-02	-0.042536208	6.89E-02	5.80E-01	0.016127138	5.32E-01	7.81E-01	-0.008397441	8.08E-01	8.76E-01	-0.004383494	6.10E-01	1.32E-01	-0.053916271	3.71E-01	7.75E-01	-0.006843018	6.20E-01	5.71E-01	-0.018238941	5.14E-01	2.40E-01	-0.051127879	9.72E-01	1.04E-01	-0.047457886	7.00E-01	9.74E-01	0.00151704	8.45E-01	3.73E-01	-0.015868715	5.79E-01	7.05E-01	-0.010489167	7.71E-01	8.43E-02	-0.031357915	1.51E-01	6.70E-01	0.014677784	5.82E-01	2.21E-01	-0.042665295	2.29E-01	5.61E-01	-0.011099781	8.44E-01	7.17E-01	0.019287117	7.55E-01	6.64E-01	-0.009659157	7.51E-01	6.93E-01	0.010708258	4.20E-01	2.84E-01	0.020359597	4.65E-01	8.54E-01	-0.006984976	7.06E-01	3.15E-02	0.100798715	1.86E-01	3.42E-01	0.027023413	4.16E-01	5.12E-01	0.012850404	3.76E-01	8.52E-01	-0.008692386	8.66E-01	7.83E-01	0.007483113	5.76E-01	5.76E-01	-0.018253802	6.56E-01	4.32E-02	-0.041897452	1.48E-01	2.91E-01	-0.019414436	4.42E-01	Inactive	nonPAR
ENSG00000147378.7	FATE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09E-02	-0.524256547	3.25E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.92E-01	0.084837064	6.86E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82E-01	-0.242044295	3.09E-01	NA	NA	NA	Unknown	nonPAR
ENSG00000147380.6	OPN1MW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	nonPAR
ENSG00000147381.7	MAGEA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Escape	nonPAR
ENSG00000147382.14	FAM58A	1.17E-01	0.033645301	1.48E-01	6.52E-04	-0.112749533	1.95E-02	2.41E-01	-0.047893151	6.43E-01	1.38E-01	0.037145635	2.69E-01	8.23E-01	-0.008403498	7.07E-01	1.83E-02	0.04943109	9.31E-02	5.22E-02	-0.07022713	1.69E-01	3.06E-01	0.036650116	9.72E-01	5.45E-01	0.020823111	8.67E-01	8.73E-01	-0.005220897	8.33E-01	5.22E-01	-0.015625148	6.42E-01	5.18E-01	-0.014066106	7.22E-01	1.60E-04	0.072691066	2.18E-03	3.09E-01	0.04186795	4.29E-01	4.69E-01	-0.024466737	3.54E-01	6.79E-01	-0.017320207	8.58E-01	5.99E-01	-0.034725401	7.25E-01	8.26E-01	0.004753268	7.85E-01	7.45E-01	-0.009343097	4.38E-01	1.47E-01	-0.033270311	3.56E-01	1.86E-01	-0.043147603	3.93E-01	8.31E-02	-0.103596072	2.94E-01	3.44E-02	-0.074705144	1.23E-01	1.39E-01	-0.036881742	1.72E-01	7.95E-01	0.015324445	8.56E-01	5.14E-01	0.020966477	4.85E-01	3.77E-01	-0.035654296	5.78E-01	1.30E-01	-0.028805135	2.61E-01	7.00E-01	-0.009929846	6.28E-01	Inactive	nonPAR
ENSG00000147383.6	NSDHL	3.27E-01	-0.044818558	2.84E-01	1.03E-01	-0.113377861	2.40E-01	9.08E-02	-0.093185897	4.99E-01	5.26E-04	0.113570083	9.58E-03	4.61E-01	-0.049126102	5.90E-01	2.09E-01	0.031980729	3.47E-01	8.91E-01	0.00719702	6.13E-01	3.54E-01	-0.035293843	9.73E-01	5.53E-01	0.028631306	8.67E-01	6.34E-01	0.018964107	7.92E-01	6.54E-01	-0.01703559	6.84E-01	3.23E-01	-0.024977208	6.53E-01	8.51E-01	0.004057546	5.46E-01	6.90E-02	-0.097444934	2.25E-01	6.89E-01	-0.021298793	4.36E-01	5.44E-01	-0.019722333	8.40E-01	5.08E-01	-0.086616475	6.94E-01	6.66E-01	0.015178485	7.52E-01	4.16E-01	0.019032648	3.08E-01	3.51E-01	-0.022825816	5.04E-01	6.36E-01	0.018052408	6.39E-01	9.20E-01	0.006933786	7.16E-01	1.94E-02	-0.101193498	8.95E-02	4.76E-04	-0.102662823	3.14E-03	5.23E-01	0.091991334	8.05E-01	3.94E-01	0.02835419	4.27E-01	2.51E-04	0.184411733	2.14E-02	3.43E-03	0.098985525	3.56E-02	1.29E-01	0.039406884	3.08E-01	Inactive	nonPAR
